CandID,Reg_Date,Opportunity type,Success Story,suc_date,Training Session,Training Type,MG_ID,Cos_ID,Loc_ID
DMCMC2200278,2024/06/04,Closed Won,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200279,2024/06/04,Closed Lost,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200280,2024/06/04,Committed to Pay,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200281,2024/06/04,Part Paid,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200282,2024/06/04,Nurturing,NULL,NULL,null,Virtual,MG04,CP01,LC02
DMCMC2200283,2024/06/06,Committed to Pay,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCMC2200284,2024/06/13,Nurturing,NULL,NULL,null,Physical,NULL,CP01,LC02
DMCABJ22001,2022/10/20,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ22002,2022/10/21,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ22003,2022/10/22,Committed to Pay,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ22004,2022/10/24,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ22005,2022/10/25,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ22006,2022/10/25,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ22007,2022/10/25,Committed to Pay,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ22008,2022/10/25,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ22009,2022/10/25,Closed Lost,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ220010,2022/10/26,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220011,2022/10/27,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220012,2022/10/28,Prospecting,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220013,2022/10/28,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220014,2022/10/29,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220015,2022/10/30,Nurturing,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ220016,2022/10/31,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220017,2022/11/02,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220018,2022/11/04,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220019,2022/11/04,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220020,2022/11/05,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220021,2022/11/10,Closed Won,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ220022,2022/11/13,Closed Won,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ220023,2022/11/15,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220024,2022/11/18,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220025,2022/11/21,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220026,2023/04/27,Closed Lost,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ220027,2023/04/27,Closed Lost,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ220028,2023/04/28,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220029,2023/04/28,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220030,2023/04/29,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220031,2023/04/29,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220032,2023/04/29,Part Paid,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ220033,2023/04/30,Closed Won,NULL,NULL,Weekend,Physical,NULL,CP01,LC01
DMCABJ220034,2023/04/30,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220035,2023/05/01,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220036,2023/05/02,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220037,2023/05/03,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220038,2023/05/04,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220039,2023/05/04,Closed Won,NULL,NULL,Weekend,Physical,NULL,CP01,LC01
DMCABJ220040,2023/05/04,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220041,2023/05/04,Closed Won,NULL,NULL,Weekend,Physical,NULL,CP01,LC01
DMCABJ220042,2023/05/05,Closed Won,NULL,NULL,Weekend,Physical,MG07,CP01,LC01
DMCABJ220043,2023/05/05,Closed Lost,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ220044,2023/05/06,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220045,2023/05/10,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220046,2023/05/11,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220047,2023/05/24,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220048,2023/05/24,Closed Lost,NULL,NULL,Weekend,Physical,MG07,CP01,LC01
DMCABJ220049,2023/05/25,Closed Lost,NULL,NULL,Weekend,Physical,NULL,CP01,LC01
DMCABJ220050,2023/05/26,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220051,2023/05/28,Closed Lost,NULL,NULL,Weekend,Physical,NULL,CP01,LC01
DMCABJ220052,2023/05/29,Closed Lost,NULL,NULL,Weekend,Physical,NULL,CP01,LC01
DMCABJ220053,2023/05/30,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220054,2023/06/02,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220055,2023/06/04,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220056,2023/06/04,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220057,2023/06/04,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220058,2023/06/08,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220059,2023/06/14,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220060,2023/06/18,Closed Lost,NULL,NULL,Weekend,Virtual,NULL,CP01,LC01
DMCABJ220061,2023/06/18,Closed Lost,NULL,NULL,Weekend,Virtual,NULL,CP01,LC01
DMCABJ220062,2023/06/19,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220063,2023/06/21,Closed Won,NULL,NULL,Weekend,Virtual,MG12,CP01,LC01
DMCABJ220064,2023/06/21,Closed Lost,NULL,NULL,Weekend,Physical,NULL,CP01,LC01
DMCABJ220065,2023/06/22,Closed Won,NULL,NULL,Weekend,Virtual,NULL,CP01,LC01
DMCABJ220066,2023/06/22,Closed Lost,NULL,NULL,Weekend,Virtual,NULL,CP01,LC01
DMCABJ220067,2023/06/22,Closed Lost,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ220068,2023/06/25,Closed Lost,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ220069,2023/06/25,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220070,2023/07/05,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220071,2023/07/05,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220072,2023/07/05,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220073,2023/07/17,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220074,2023/07/21,Closed Lost,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ220075,2023/07/21,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220076,2023/07/21,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220077,2023/07/23,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220078,2023/07/24,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220079,2023/07/25,Closed Lost,NULL,NULL,Weekend,Virtual,NULL,CP01,LC01
DMCABJ220080,2023/07/28,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220081,2023/07/28,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220082,2023/07/28,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220083,2023/07/29,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220084,2023/07/29,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220085,2023/07/30,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220086,2023/07/30,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220087,2023/07/31,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220088,2023/07/31,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220089,2023/07/31,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220090,2023/07/31,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220091,2023/07/31,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220092,2023/08/01,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220093,2023/08/01,Closed Lost,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ220094,2023/08/01,Closed Lost,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ220095,2023/08/03,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220096,2023/08/03,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220097,2023/08/03,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ220098,2023/08/03,Closed Won,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ220099,2023/08/04,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200100,2023/08/05,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200101,2023/08/07,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200102,2023/08/19,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200103,2023/08/19,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200104,2023/08/21,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200105,2023/08/22,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200106,2023/08/26,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200107,2023/08/28,Closed Lost,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200108,2023/08/30,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200109,2023/08/30,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200110,2023/09/02,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200111,2023/09/03,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200112,2023/09/04,Closed Lost,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200113,2023/09/06,Closed Won,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200114,2023/09/06,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200115,2023/09/06,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200116,2023/09/06,Closed Won,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200117,2023/09/06,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200118,2023/09/10,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200119,2023/09/20,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200120,2023/09/21,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200121,2023/09/23,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200122,2023/09/23,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200123,2023/09/26,Part Paid,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200124,2023/09/27,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200125,2023/09/28,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200126,2023/09/30,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200127,2023/10/01,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200128,2023/10/01,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200129,2023/10/01,Closed Won,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200130,2023/10/01,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200131,2023/10/02,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200132,2023/10/02,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200133,2023/10/02,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200134,2023/10/02,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200135,2023/10/03,Closed Won,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200136,2023/10/03,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200137,2023/10/04,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200138,2023/10/04,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200139,2023/10/05,Closed Lost,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200140,2023/10/05,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200141,2023/10/06,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200142,2023/10/06,Closed Won,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200143,2023/10/08,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200144,2023/10/11,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200145,2023/10/15,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200146,2023/10/15,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200147,2023/10/16,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200148,2023/10/17,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200149,2023/10/17,Closed Won,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200150,2023/10/18,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200151,2023/10/21,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200152,2023/10/22,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200153,2023/10/25,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200154,2023/10/27,Part Paid,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200155,2023/10/30,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200156,2023/10/30,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200157,2023/11/01,Closed Lost,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200158,2023/11/01,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200159,2023/11/01,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200160,2023/11/02,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200161,2023/11/02,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200162,2023/11/02,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200163,2023/11/02,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200164,2023/11/02,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200165,2023/11/02,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200166,2023/11/02,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200167,2023/11/03,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200168,2023/11/03,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200169,2023/11/04,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200170,2023/11/04,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200171,2023/11/04,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200172,2023/11/04,Part Paid,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200173,2023/11/06,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200174,2023/11/09,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200175,2023/11/16,Closed Won,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200176,2023/11/18,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200177,2023/11/18,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200178,2023/11/18,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200179,2023/11/19,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200180,2023/11/19,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200181,2023/11/19,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200182,2023/11/19,Closed Lost,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200183,2023/11/20,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200184,2023/11/20,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200185,2023/11/20,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200186,2023/11/22,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200187,2023/11/22,Part Paid,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200188,2023/11/22,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200189,2023/11/22,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200190,2023/11/23,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200191,2023/11/23,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200192,2023/11/23,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200193,2023/11/23,Closed Won,NULL,NULL,Weekend,Physical,MG02,CP01,LC01
DMCABJ2200194,2023/11/24,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200195,2023/11/25,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200196,2023/11/25,Nurturing,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200197,2023/11/26,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200198,2023/11/27,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200199,2023/11/27,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200200,2023/11/27,Closed Won,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200201,2023/11/28,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200202,2023/11/28,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200203,2023/11/29,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200204,2023/11/29,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200205,2023/11/29,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200206,2023/11/29,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200207,2023/11/30,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200208,2023/11/30,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200209,2023/11/30,Part Paid,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200210,2023/11/30,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200211,2023/11/30,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200212,2023/11/30,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200213,2023/11/30,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200214,2023/11/30,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200215,2023/11/30,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200216,2023/11/30,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200217,2023/11/30,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200218,2023/11/30,Part Paid,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200219,2023/12/01,Nurturing,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200220,2023/12/01,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200221,2023/12/01,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200222,2023/12/01,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200223,2023/12/02,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200224,2023/12/05,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200225,2023/12/06,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200226,2023/12/06,Closed Won,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200227,2023/12/12,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200228,2023/12/16,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200229,2023/12/17,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200230,2023/12/18,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200231,2023/12/18,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200232,2023/12/19,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200233,2023/12/19,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200234,2023/12/20,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200235,2023/12/21,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200236,2023/12/23,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200237,2023/12/24,Nurturing,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200238,2023/12/24,Nurturing,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200239,2023/12/25,Part Paid,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200240,2023/12/25,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200241,2023/12/25,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200242,2023/12/26,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200243,2023/12/28,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200244,2023/12/28,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200245,2023/12/28,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200246,2023/12/28,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200247,2023/12/28,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200248,2023/12/29,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200249,2023/12/29,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200250,2023/12/30,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200251,2023/12/30,Closed Lost,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200252,2023/12/30,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200253,2023/12/30,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200254,2024/01/01,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200255,2024/01/01,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200256,2024/01/02,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200257,2024/01/03,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
DMCABJ2200258,2024/01/04,Closed Lost,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200259,2024/01/04,Closed Lost,NULL,NULL,Weekend,Virtual,MG01,CP01,LC01
DMCABJ2200260,2024/01/04,Closed Won,NULL,NULL,Weekend,Physical,MG01,CP01,LC01
